z_l1,z_l2,z_fiber,coupling,lens1,lens2,f1_mm,f2_mm,total_len_mm
9.7,24.75,54.85,0.196,45-692,LA4966,18.0,30.1,54.85
9.7,15.025,33.025,0.195,36-682,48-668,20.0,18.0,33.025
9.7,12.412499999999998,30.4125,0.194,89-413,45-694,20.0,18.0,30.4125
9.7,24.75,54.85,0.194,45-694,LA4966,18.0,30.1,54.85
21.525,31.8,69.8,0.194,48-273,48-273,38.0,38.0,69.8
9.7,72.2,97.2,0.194,45-692,84-277,18.0,25.0,97.2
19.13125,358.0833333333333,478.0833333333333,0.194,48-026,84-285,40.0,120.0,478.0833333333333
9.7,92.03333333333332,130.03333333333333,0.193,45-692,48-273,18.0,38.0,130.03333333333333
9.7,22.2,47.2,0.192,45-694,LA4002,18.0,25.0,47.2
9.7,55.53333333333333,80.53333333333333,0.192,45-694,84-277,18.0,25.0,80.53333333333333
9.7,99.7,159.7,0.192,48-668,49-963,18.0,60.0,159.7
9.7,30.53333333333333,55.53333333333333,0.191,48-668,84-277,18.0,25.0,55.53333333333333
22.275,118.08333333333334,178.08333333333334,0.191,36-690,84-280,40.0,60.0,178.08333333333334
9.7,24.7,54.7,0.19,45-692,84-278,18.0,30.0,54.7
9.7,72.2,97.2,0.188,45-692,LA4002,18.0,25.0,97.2
9.7,79.69999999999999,139.7,0.188,45-694,84-280,18.0,60.0,139.7
21.525,117.58333333333334,177.58333333333334,0.188,48-273,48-670,38.0,60.0,177.58333333333334
21.525,117.58333333333334,177.58333333333334,0.188,48-273,LA4022,38.0,60.0,177.58333333333334
9.7,15.025,33.025,0.187,36-682,45-692,20.0,18.0,33.025
22.275,128.08333333333334,188.08333333333331,0.187,36-690,48-670,40.0,60.0,188.08333333333331
9.7,14.1625,44.1625,0.186,45-692,48-025,18.0,30.0,44.1625
9.7,24.7,54.7,0.186,45-694,84-278,18.0,30.0,54.7
22.275,39.13333333333333,77.13333333333333,0.186,48-026,48-273,40.0,38.0,77.13333333333333
22.275,39.13333333333333,77.13333333333333,0.186,36-690,48-273,40.0,38.0,77.13333333333333
9.7,64.7,94.7,0.186,45-694,49-959,18.0,30.0,94.7
22.275,118.08333333333334,178.08333333333334,0.184,48-026,49-963,40.0,60.0,178.08333333333334
9.7,89.69999999999999,149.7,0.183,45-692,LA4022,18.0,60.0,149.7
22.275,118.08333333333334,178.08333333333334,0.183,48-026,LA4042,40.0,60.0,178.08333333333334
22.275,128.08333333333334,188.08333333333331,0.183,48-026,48-670,40.0,60.0,188.08333333333331
22.275,138.08333333333334,198.08333333333331,0.183,48-026,84-283,40.0,60.0,198.08333333333331
9.7,12.412499999999998,30.4125,0.182,89-413,45-692,20.0,18.0,30.4125
9.7,15.025,33.025,0.182,36-682,45-694,20.0,18.0,33.025
9.7,14.1625,44.1625,0.182,48-668,84-278,18.0,30.0,44.1625
9.7,16.35,61.35,0.181,48-668,84-279,18.0,45.0,61.35
22.275,90.08333333333334,144.08333333333334,0.181,48-026,36-688,40.0,54.0,144.08333333333334
9.7,22.2,47.2,0.18,48-668,48-024,18.0,25.0,47.2
9.7,32.2,77.2,0.18,45-694,84-279,18.0,45.0,77.2
9.7,79.69999999999999,139.7,0.18,45-694,LA4042,18.0,60.0,139.7
9.7,104.7,142.7,0.18,48-668,48-273,18.0,38.0,142.7
9.7,99.7,159.7,0.18,48-668,84-283,18.0,60.0,159.7
21.525,107.58333333333334,167.58333333333334,0.18,48-273,LA4042,38.0,60.0,167.58333333333334
22.275,118.08333333333334,178.08333333333334,0.179,49-961,LA4042,40.0,60.0,178.08333333333334
22.275,138.08333333333334,198.08333333333331,0.179,36-690,84-283,40.0,60.0,198.08333333333331
21.525,80.58333333333334,134.58333333333334,0.178,48-273,36-688,38.0,54.0,134.58333333333334
9.7,79.69999999999999,139.7,0.178,45-692,84-280,18.0,60.0,139.7
9.7,99.7,159.7,0.178,45-694,49-963,18.0,60.0,159.7
9.7,99.7,159.7,0.178,45-694,48-670,18.0,60.0,159.7
9.7,99.7,159.7,0.178,48-668,LA4022,18.0,60.0,159.7
9.7,12.412499999999998,30.4125,0.177,45-692,45-694,18.0,18.0,30.4125
9.7,13.433333333333334,38.43333333333334,0.177,45-692,89-414,18.0,25.0,38.43333333333334
22.275,39.13333333333333,77.13333333333333,0.177,49-961,48-273,40.0,38.0,77.13333333333333
9.7,54.7,108.7,0.177,45-694,36-688,18.0,54.0,108.7
21.525,127.58333333333334,187.58333333333331,0.177,48-273,84-283,38.0,60.0,187.58333333333331
9.7,22.2,47.2,0.176,45-694,36-683,18.0,25.0,47.2
9.7,54.7,108.7,0.176,45-692,36-688,18.0,54.0,108.7
9.7,99.7,159.7,0.176,45-692,49-963,18.0,60.0,159.7
9.7,89.69999999999999,149.7,0.175,45-694,LA4022,18.0,60.0,149.7
9.7,89.69999999999999,149.7,0.175,48-668,48-670,18.0,60.0,149.7
9.7,19.75,39.85,0.174,45-694,LA4194,18.0,20.1,39.85
9.7,32.2,77.2,0.174,45-692,84-279,18.0,45.0,77.2
22.275,118.08333333333334,178.08333333333334,0.174,48-026,84-280,40.0,60.0,178.08333333333334
22.275,118.08333333333334,178.08333333333334,0.174,36-690,LA4042,40.0,60.0,178.08333333333334
9.7,15.025,33.025,0.173,45-694,45-694,18.0,18.0,33.025
9.7,13.433333333333334,38.43333333333334,0.173,45-692,36-683,18.0,25.0,38.43333333333334
9.7,54.7,108.7,0.173,48-668,36-688,18.0,54.0,108.7
22.275,99.08333333333334,153.08333333333334,0.173,36-690,36-688,40.0,54.0,153.08333333333334
9.7,13.433333333333334,38.43333333333334,0.172,45-694,48-024,18.0,25.0,38.43333333333334
9.7,14.177083333333332,44.27708333333334,0.172,48-668,LA4936,18.0,30.1,44.27708333333334
22.275,128.08333333333334,188.08333333333331,0.171,49-961,LA4022,40.0,60.0,188.08333333333331
9.7,15.025,33.025,0.17,45-694,48-668,18.0,18.0,33.025
9.7,18.7,36.7,0.17,45-692,48-668,18.0,18.0,36.7
9.7,55.53333333333333,80.53333333333333,0.17,45-692,48-024,18.0,25.0,80.53333333333333
9.7,99.7,159.7,0.17,45-694,84-283,18.0,60.0,159.7
22.275,128.08333333333334,188.08333333333331,0.17,49-961,48-670,40.0,60.0,188.08333333333331
9.7,14.1625,44.1625,0.169,48-668,48-025,18.0,30.0,44.1625
21.525,107.58333333333334,167.58333333333334,0.169,48-273,49-963,38.0,60.0,167.58333333333334
9.7,389.7,509.7,0.169,45-692,84-285,18.0,120.0,509.7
9.7,14.1625,44.1625,0.168,45-694,48-025,18.0,30.0,44.1625
9.7,22.2,47.2,0.168,45-694,89-414,18.0,25.0,47.2
22.275,85.58333333333334,130.58333333333334,0.168,36-690,84-279,40.0,45.0,130.58333333333334
21.525,107.58333333333334,167.58333333333334,0.168,48-273,84-280,38.0,60.0,167.58333333333334
9.7,14.177083333333332,44.27708333333334,0.167,45-692,LA4936,18.0,30.1,44.27708333333334
9.7,30.231250000000003,50.33125,0.167,48-668,LA4647,18.0,20.1,50.33125
9.7,15.025,33.025,0.166,48-668,48-668,18.0,18.0,33.025
9.7,18.7,36.7,0.166,48-668,45-692,18.0,18.0,36.7
9.7,89.69999999999999,149.7,0.166,45-692,48-670,18.0,60.0,149.7
22.275,117.08333333333334,171.08333333333334,0.166,49-961,36-688,40.0,54.0,171.08333333333334
9.7,389.7,509.7,0.166,48-668,84-285,18.0,120.0,509.7
22.275,118.08333333333334,178.08333333333334,0.165,49-961,49-963,40.0,60.0,178.08333333333334
29.775,503.1333333333333,678.1333333333333,0.165,84-280,LA4034,60.0,175.0,678.1333333333333
9.7,18.7,36.7,0.164,45-692,45-692,18.0,18.0,36.7
9.7,18.7,36.7,0.164,48-668,45-694,18.0,18.0,36.7
17.583333333333332,30.08333333333333,55.08333333333333,0.164,48-273,36-683,38.0,25.0,55.08333333333333
22.275,138.08333333333334,198.08333333333331,0.164,49-961,84-283,40.0,60.0,198.08333333333331
33.46666666666667,163.9,224.1,0.162,36-688,LA4464,54.0,60.2,224.1
9.7,79.69999999999999,139.7,0.161,45-692,LA4042,18.0,60.0,139.7
9.7,79.69999999999999,139.7,0.161,48-668,LA4042,18.0,60.0,139.7
9.7,12.71875,32.81875,0.16,45-692,LA4194,18.0,20.1,32.81875
9.7,24.75,54.85,0.16,48-668,LA4966,18.0,30.1,54.85
29.775,503.1333333333333,678.1333333333333,0.16,49-963,LA4034,60.0,175.0,678.1333333333333
9.7,17.066666666666666,42.06666666666666,0.159,48-668,89-414,18.0,25.0,42.06666666666666
9.7,14.177083333333332,44.27708333333334,0.158,45-694,LA4936,18.0,30.1,44.27708333333334
19.13125,22.25,47.25,0.158,48-026,36-683,40.0,25.0,47.25
22.275,85.58333333333334,130.58333333333334,0.158,48-026,84-279,40.0,45.0,130.58333333333334
19.13125,26.416666666666664,51.41666666666666,0.156,49-961,LA4002,40.0,25.0,51.41666666666666
29.775000000000002,503.1333333333333,678.1333333333333,0.156,LA4022,LA4034,60.0,175.0,678.1333333333333
9.7,17.066666666666666,42.06666666666666,0.155,48-668,36-683,18.0,25.0,42.06666666666666
29.775000000000002,503.1333333333333,678.1333333333333,0.155,84-283,LA4034,60.0,175.0,678.1333333333333
9.7,99.7,159.7,0.154,48-668,84-280,18.0,60.0,159.7
29.775,503.1333333333333,678.1333333333333,0.154,LA4042,LA4034,60.0,175.0,678.1333333333333
19.13125,43.08333333333333,73.08333333333333,0.153,48-026,84-278,40.0,30.0,73.08333333333333
9.7,18.7,36.7,0.152,45-694,45-692,18.0,18.0,36.7
19.13125,26.416666666666664,51.41666666666666,0.152,49-961,36-683,40.0,25.0,51.41666666666666
22.275,118.08333333333334,178.08333333333334,0.152,49-961,84-280,40.0,60.0,178.08333333333334
9.7,19.75,39.85,0.15,48-668,LA4194,18.0,20.1,39.85
19.13125,38.150000000000006,68.25,0.15,36-690,LA4966,40.0,30.1,68.25
11.391666666666666,349.7,469.7,0.15,36-682,84-285,20.0,120.0,469.7
29.775000000000002,503.1333333333333,678.1333333333333,0.15,48-670,LA4034,60.0,175.0,678.1333333333333
19.13125,26.416666666666664,51.41666666666666,0.149,48-026,48-024,40.0,25.0,51.41666666666666
19.13125,26.416666666666664,51.41666666666666,0.149,48-026,84-277,40.0,25.0,51.41666666666666
19.13125,30.58333333333333,55.58333333333333,0.149,36-690,LA4002,40.0,25.0,55.58333333333333
9.7,47.7,59.7,0.148,89-412,48-666,15.0,12.0,59.7
18.56875,32.63333333333334,62.73333333333334,0.148,48-273,LA4966,38.0,30.1,62.73333333333334
9.7,99.7,159.7,0.148,45-692,84-283,18.0,60.0,159.7
27.525,558.4666666666667,733.4666666666667,0.148,36-688,LA4034,54.0,175.0,733.4666666666667
36.46666666666667,46.46666666666667,106.46666666666668,0.147,84-280,49-963,60.0,60.0,106.46666666666668
12.6125,164.08333333333334,224.28333333333336,0.146,36-681,LA4464,22.0,60.2,224.28333333333336
19.13125,26.416666666666664,51.41666666666666,0.145,48-026,LA4002,40.0,25.0,51.41666666666666
18.56875,42.58333333333333,72.58333333333333,0.145,48-273,48-025,38.0,30.0,72.58333333333333
36.46666666666667,46.46666666666667,106.46666666666667,0.144,48-670,49-963,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666668,0.144,LA4042,84-280,60.0,60.0,106.46666666666668
22.275,85.58333333333334,130.58333333333334,0.143,49-961,84-279,40.0,45.0,130.58333333333334
18.56875,25.916666666666664,50.91666666666666,0.142,48-273,LA4002,38.0,25.0,50.91666666666666
21.525,30.46666666666667,60.46666666666667,0.142,48-273,LA4021,38.0,30.0,60.46666666666667
36.46666666666667,561.4666666666667,736.4666666666667,0.142,LA4022,48-279,60.0,175.0,736.4666666666667
19.13125,30.58333333333333,55.58333333333333,0.141,36-690,48-024,40.0,25.0,55.58333333333333
18.56875,42.66666666666667,72.76666666666668,0.141,48-273,LA4936,38.0,30.1,72.76666666666668
10.420833333333333,200.3333333333333,260.5333333333333,0.141,45-692,LA4464,18.0,60.2,260.5333333333333
9.7,389.7,509.7,0.141,45-694,84-285,18.0,120.0,509.7
18.56875,25.916666666666664,50.91666666666666,0.14,48-273,84-277,38.0,25.0,50.91666666666666
36.46666666666667,66.46666666666667,126.46666666666668,0.14,49-963,84-283,60.0,60.0,126.46666666666668
19.13125,38.150000000000006,68.25,0.139,48-026,LA4966,40.0,30.1,68.25
10.420833333333333,200.3333333333333,260.5333333333333,0.139,48-668,LA4464,18.0,60.2,260.5333333333333
36.46666666666667,316.4666666666667,436.4666666666667,0.139,84-283,84-285,60.0,120.0,436.4666666666667
36.46666666666667,561.4666666666667,736.4666666666667,0.139,LA4042,48-279,60.0,175.0,736.4666666666667
9.7,16.45,29.95,0.138,89-413,45-693,20.0,13.5,29.95
18.56875,42.58333333333333,72.58333333333333,0.138,48-273,84-278,38.0,30.0,72.58333333333333
18.56875,25.916666666666664,50.91666666666666,0.137,48-273,48-024,38.0,25.0,50.91666666666666
19.13125,26.416666666666664,51.41666666666666,0.137,49-961,48-024,40.0,25.0,51.41666666666666
36.46666666666667,46.46666666666667,106.46666666666667,0.137,LA4022,LA4022,60.0,60.0,106.46666666666667
18.08333333333333,522.3,697.3,0.137,36-690,LA4034,40.0,175.0,697.3
19.13125,26.416666666666664,51.41666666666666,0.135,49-961,84-277,40.0,25.0,51.41666666666666
36.46666666666667,46.46666666666667,106.46666666666668,0.135,LA4042,84-283,60.0,60.0,106.46666666666668
21.525,85.08333333333334,130.08333333333334,0.135,48-273,84-279,38.0,45.0,130.08333333333334
22.275,36.46666666666667,66.46666666666667,0.134,36-690,LA4021,40.0,30.0,66.46666666666667
36.46666666666667,66.46666666666667,126.46666666666667,0.134,LA4022,48-670,60.0,60.0,126.46666666666667
36.46666666666667,66.46666666666667,126.46666666666667,0.134,84-283,84-280,60.0,60.0,126.46666666666667
36.46666666666667,336.4666666666667,456.4666666666667,0.134,48-670,84-285,60.0,120.0,456.4666666666667
18.08333333333333,522.3,697.3,0.134,48-026,LA4034,40.0,175.0,697.3
36.46666666666667,46.46666666666667,106.46666666666667,0.133,48-670,84-283,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666668,0.133,49-963,LA4022,60.0,60.0,106.46666666666668
9.7,39.7,51.7,0.132,48-664,48-666,15.0,12.0,51.7
19.13125,38.150000000000006,68.25,0.132,49-961,LA4966,40.0,30.1,68.25
19.13125,48.08333333333333,78.08333333333333,0.132,36-690,84-278,40.0,30.0,78.08333333333333
36.46666666666667,46.46666666666667,106.46666666666667,0.132,84-283,48-670,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666668,0.132,84-280,84-283,60.0,60.0,106.46666666666668
9.7,45.7,57.7,0.131,LA4001,48-666,15.0,12.0,57.7
22.275,31.46666666666667,61.46666666666667,0.131,48-026,LA4021,40.0,30.0,61.46666666666667
19.13125,43.16666666666667,73.26666666666668,0.131,48-026,LA4936,40.0,30.1,73.26666666666668
36.46666666666667,316.4666666666667,436.4666666666667,0.131,LA4042,84-285,60.0,120.0,436.4666666666667
36.46666666666667,46.46666666666667,106.46666666666668,0.13,49-963,84-280,60.0,60.0,106.46666666666668
36.46666666666667,66.46666666666667,126.46666666666668,0.13,84-280,84-280,60.0,60.0,126.46666666666668
22.275,33.08333333333333,63.08333333333333,0.129,49-961,84-278,40.0,30.0,63.08333333333333
19.13125,48.08333333333333,78.08333333333333,0.129,36-690,48-025,40.0,30.0,78.08333333333333
33.46666666666667,43.46666666666667,103.46666666666668,0.129,36-688,84-283,54.0,60.0,103.46666666666668
36.46666666666667,46.46666666666667,106.46666666666667,0.129,LA4022,84-283,60.0,60.0,106.46666666666667
26.466666666666665,36.49999999999999,96.7,0.128,36-690,LA4464,40.0,60.2,96.7
36.46666666666667,46.46666666666667,106.46666666666667,0.128,48-670,84-280,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666668,0.128,LA4042,LA4042,60.0,60.0,106.46666666666668
36.46666666666667,66.46666666666667,126.46666666666668,0.128,LA4042,LA4022,60.0,60.0,126.46666666666668
13.583333333333332,153.58333333333331,273.5833333333333,0.128,36-681,84-285,22.0,120.0,273.5833333333333
19.13125,43.16666666666667,73.26666666666668,0.127,49-961,LA4936,40.0,30.1,73.26666666666668
36.46666666666667,46.46666666666667,106.46666666666667,0.127,48-670,LA4022,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.127,LA4022,49-963,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666668,0.127,49-963,LA4042,60.0,60.0,106.46666666666668
9.7,13.7125,27.2125,0.126,36-681,45-693,22.0,13.5,27.2125
19.13125,30.58333333333333,55.58333333333333,0.126,36-690,84-277,40.0,25.0,55.58333333333333
9.7,52.45,65.95,0.126,48-664,45-693,15.0,13.5,65.95
36.46666666666667,45.46666666666667,99.46666666666667,0.126,LA4022,36-688,60.0,54.0,99.46666666666667
36.46666666666667,66.46666666666667,126.46666666666667,0.126,LA4022,84-280,60.0,60.0,126.46666666666667
19.13125,48.18333333333334,78.28333333333333,0.125,36-690,LA4936,40.0,30.1,78.28333333333333
36.46666666666667,316.4666666666667,436.4666666666667,0.125,84-280,84-285,60.0,120.0,436.4666666666667
22.275,36.46666666666667,66.46666666666667,0.124,49-961,LA4021,40.0,30.0,66.46666666666667
36.46666666666667,316.4666666666667,436.4666666666667,0.124,LA4022,84-285,60.0,120.0,436.4666666666667
9.7,45.7,57.7,0.123,89-412,45-691,15.0,12.0,57.7
19.13125,43.08333333333333,73.08333333333333,0.123,48-026,48-025,40.0,30.0,73.08333333333333
33.46666666666667,293.4666666666667,413.4666666666667,0.123,36-688,84-285,54.0,120.0,413.4666666666667
36.46666666666667,561.4666666666667,736.4666666666667,0.123,84-283,48-279,60.0,175.0,736.4666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.122,84-283,49-963,60.0,60.0,106.46666666666667
26.466666666666665,56.56666666666666,116.76666666666668,0.122,48-026,LA4464,40.0,60.2,116.76666666666668
36.46666666666667,66.46666666666667,126.46666666666668,0.122,LA4042,48-670,60.0,60.0,126.46666666666668
36.46666666666667,66.46666666666667,126.46666666666668,0.122,49-963,49-963,60.0,60.0,126.46666666666668
12.2375,73.28333333333335,133.48333333333335,0.122,36-682,LA4464,20.0,60.2,133.48333333333335
10.96875,203.71666666666667,263.9166666666667,0.122,89-413,LA4464,20.0,60.2,263.9166666666667
36.46666666666667,316.4666666666667,436.4666666666667,0.122,49-963,84-285,60.0,120.0,436.4666666666667
10.420833333333333,534.7,709.7,0.122,48-668,LA4005,18.0,175.0,709.7
22.275,31.46666666666667,61.46666666666667,0.121,49-961,49-959,40.0,30.0,61.46666666666667
9.7,52.45,65.95,0.121,89-412,45-693,15.0,13.5,65.95
36.46666666666667,45.46666666666667,99.46666666666668,0.121,84-280,36-688,60.0,54.0,99.46666666666668
36.46666666666667,46.46666666666667,106.46666666666667,0.121,LA4022,LA4042,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666668,0.121,84-280,48-670,60.0,60.0,106.46666666666668
27.525,78.46666666666667,123.46666666666668,0.121,36-688,84-279,54.0,45.0,123.46666666666668
36.46666666666667,46.46666666666667,106.46666666666668,0.12,84-280,LA4042,60.0,60.0,106.46666666666668
36.46666666666667,86.63333333333333,146.83333333333331,0.12,49-963,LA4464,60.0,60.2,146.83333333333331
10.420833333333333,534.7,709.7,0.12,45-692,LA4005,18.0,175.0,709.7
36.46666666666667,561.4666666666667,736.4666666666667,0.12,49-963,48-279,60.0,175.0,736.4666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.119,48-670,LA4042,60.0,60.0,106.46666666666667
10.420833333333333,190.3,250.5,0.119,45-694,LA4464,18.0,60.2,250.5
9.7,13.275,25.275,0.118,36-681,48-666,22.0,12.0,25.275
9.7,16.45,29.95,0.118,45-692,45-693,18.0,13.5,29.95
36.46666666666667,46.46666666666667,106.46666666666667,0.118,84-283,LA4022,60.0,60.0,106.46666666666667
18.08333333333333,522.3,697.3,0.118,49-961,LA4034,40.0,175.0,697.3
15.987499999999995,21.08333333333333,39.08333333333333,0.117,48-026,45-694,40.0,18.0,39.08333333333333
36.46666666666667,46.46666666666667,106.46666666666667,0.117,84-283,LA4042,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666667,0.117,84-283,84-283,60.0,60.0,106.46666666666667
36.46666666666667,46.46666666666667,106.46666666666668,0.117,LA4042,49-963,60.0,60.0,106.46666666666668
36.46666666666667,46.46666666666667,106.46666666666668,0.117,84-280,LA4022,60.0,60.0,106.46666666666668
15.987499999999995,21.08333333333333,39.08333333333333,0.116,49-961,45-692,40.0,18.0,39.08333333333333
9.7,31.36666666666667,41.366666666666674,0.116,45-693,LA4249,13.5,10.0,41.366666666666674
36.46666666666667,561.4666666666667,736.4666666666667,0.116,48-670,48-279,60.0,175.0,736.4666666666667
