lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation,fiber_position_method
LA4725,84-283,75.3,60.0,42.07684447700859,47.249001166470194,107.16275953296592,107.16275953296592,0.15663306877253969,SfccfF,optimized
LA4725,LA4022,75.3,60.0,41.80449340861594,46.70449343075121,106.68888353336814,106.68888353336814,0.15207288469649816,SfccfF,optimized
LA4725,48-670,75.3,60.0,41.834924400722656,46.865829959023415,106.60988427743332,106.60988427743332,0.14731004153050467,SfccfF,optimized
LA4725,LA4725,75.3,75.3,44.21853073804431,49.1371474978651,124.22488328251524,124.22488328251524,0.1374850957797061,SfccfF,optimized
LA4725,84-282,75.3,50.0,40.219842376255606,45.20423409025965,95.07347042899899,95.07347042899899,0.12110481171216816,SfccfF,optimized
LA4725,LA4148,75.3,50.2,39.82026566427785,44.77488519815495,94.8709003953183,94.8709003953183,0.11680204091430477,SfccfF,optimized
LA4725,48-274,75.3,50.0,39.79126849079489,44.84926930846672,94.75975717642672,94.75975717642672,0.11451081667839454,SfccfF,optimized
LA4725,LA4021,75.3,30.0,27.152931195051558,32.10682496549833,67.22303486039443,67.22303486039443,0.0959825151015691,SfccfF,optimized
LA4725,LA4306,75.3,40.1,37.34139909209088,42.37889997046882,82.39497677142518,82.39497677142518,0.09226360271563111,SfccfF,optimized
LA4725,36-690,75.3,40.0,37.5147811746767,43.18380442345408,83.01290017728788,83.01290017728788,0.08360227370829572,SfccfF,optimized
LA4725,48-273,75.3,38.0,36.462902398307946,41.579606649222896,79.57747178131568,79.57747178131568,0.08177823316589805,SfccfF,optimized
LA4725,LA4052,75.3,35.1,35.96969172577511,42.02538231675295,77.02967027957094,77.02967027957094,0.07261575005003251,SfccfF,optimized
LA4725,19-518,75.3,16.0,27.201086385826997,32.386337266817065,49.55377287103104,49.55377287103104,0.02231942994937225,SfccfF,optimized
LA4725,72-507,75.3,16.0,27.33942984629632,32.40491187089975,49.551715145748766,49.551715145748766,0.02047644366853,SfccfF,optimized
LA4725,21-199,75.3,16.0,27.209691740834508,32.1214275347251,49.294906086205515,49.294906086205515,0.01925375178617137,SfccfF,optimized
LA4725,72-487,75.3,16.0,27.004519027945527,31.95566308411945,49.154767023130866,49.154767023130866,0.01638888286458633,SfccfF,optimized
72-507,19-518,16.0,16.0,27.2798114693951,43.10900007535457,57.10899255048757,57.10899255048757,0.009183307448152439,SfccfF,optimized
72-487,LA4021,16.0,30.0,27.24688211886772,42.94671870757504,57.94672448037474,57.94672448037474,0.009153869262061926,SfccfF,optimized
72-487,21-199,16.0,16.0,27.147837639030353,43.27851778139285,57.27849548631163,57.27849548631163,0.007753198106758291,SfccfF,optimized
72-487,19-518,16.0,16.0,27.20439356223762,42.91414362267822,56.91414471455405,56.91414471455405,0.0065319420564789775,SfccfF,optimized
72-487,36-686,16.0,27.0,27.08804223589105,42.912873993331004,56.4128808147842,56.4128808147842,0.006299301280669087,SfccfF,optimized
72-487,72-507,16.0,16.0,27.539910233203717,43.658602640021,57.65859076730509,57.65859076730509,0.005506441170580271,SfccfF,optimized
72-507,36-686,16.0,27.0,27.013454303719705,43.419269212060634,56.91927598494267,56.91927598494267,0.005076827626607237,SfccfF,optimized
19-518,49-959,16.0,30.0,27.115530769004607,42.837184718896054,57.83719049332041,57.83719049332041,0.004870092066825578,SfccfF,optimized
72-507,21-199,16.0,16.0,27.909895149912607,43.7026983639588,57.70260406516402,57.70260406516402,0.004486337989288795,SfccfF,optimized
72-507,72-507,16.0,16.0,27.189011766961073,42.85138377301275,56.8513806714181,56.8513806714181,0.00428701605090133,SfccfF,optimized
72-487,84-882,16.0,12.0,27.059333701999932,42.77935048820156,50.77933754807227,50.77933754807227,0.00409821964497345,SfccfF,optimized
72-507,72-487,16.0,16.0,27.041543612719096,42.74706093788785,56.74700306863378,56.74700306863378,0.00408328503355111,SfccfF,optimized
72-487,72-487,16.0,16.0,27.149660501896474,43.08538844965532,57.085357514897524,57.085357514897524,0.003877537051085935,SfccfF,optimized
72-507,49-959,16.0,30.0,27.112872141809692,42.99301249247459,57.99301738689934,57.99301738689934,0.0038548210491157696,SfccfF,optimized
72-507,15-532,16.0,12.0,27.00051770291736,42.66302455382012,50.663028501436756,50.663028501436756,0.0036888377219548895,SfccfF,optimized
19-518,15-532,16.0,12.0,27.325580363133355,43.04396620628865,51.043970148255006,51.043970148255006,0.003072713437675218,SfccfF,optimized
72-487,36-689,16.0,35.0,27.021967128443794,42.69448347749754,60.19448968622952,60.19448968622952,0.0030398921971528784,SfccfF,optimized
